dbms,label,iteration,execution_time,response_time
aquery,twentypercent_scan,4,0.019000,0.130000
aquery,twentypercent_scan,5,0.017000,0.129000
aquery,twentypercent_scan,6,0.020000,0.133000
aquery,twentypercent_scan,7,0.018000,0.126000
aquery,twentypercent_scan,8,0.019000,0.127000
aquery,twentypercent_scan,9,0.020000,0.132000
aquery,twentypercent_scan,10,0.019000,0.134000
aquery,twentypercent_scan,11,0.022000,0.140000
aquery,onepercent_index,1,0.023000,0.287000
aquery,onepercent_index,2,0.018000,0.129000
aquery,onepercent_index,3,0.020000,0.218000
aquery,onepercent_index,4,0.019000,0.130000
aquery,onepercent_index,5,0.018000,0.126000
aquery,onepercent_index,6,0.018000,0.125000
aquery,onepercent_index,7,0.018000,0.123000
aquery,onepercent_index,8,0.019000,0.128000
aquery,onepercent_index,9,0.020000,0.136000
aquery,onepercent_index,10,0.018000,0.125000
aquery,onepercent_index,11,0.018000,0.124000
aquery,onepercent_scan,1,0.018000,0.125000
aquery,onepercent_scan,2,0.018000,0.127000
aquery,onepercent_scan,3,0.020000,0.136000
aquery,onepercent_scan,4,0.018000,0.126000
aquery,onepercent_scan,5,0.021000,0.214000
aquery,onepercent_scan,6,0.019000,0.127000
aquery,onepercent_scan,7,0.019000,0.131000
aquery,onepercent_scan,8,0.018000,0.125000
aquery,onepercent_scan,9,0.019000,0.131000
aquery,onepercent_scan,10,0.019000,0.133000
aquery,onepercent_scan,11,0.019000,0.124000
aquery,fivepercent_index,1,0.019000,0.129000
aquery,fivepercent_index,2,0.020000,0.130000
aquery,fivepercent_index,3,0.021000,0.136000
aquery,fivepercent_index,4,0.019000,0.131000
aquery,fivepercent_index,5,0.018000,0.123000
aquery,fivepercent_index,6,0.019000,0.126000
aquery,fivepercent_index,7,0.017000,0.128000
aquery,fivepercent_index,8,0.020000,0.130000
aquery,fivepercent_index,9,0.018000,0.127000
aquery,fivepercent_index,10,0.017000,0.126000
aquery,fivepercent_index,11,0.019000,0.130000
aquery,fivepercent_scan,1,0.019000,0.208000
aquery,fivepercent_scan,2,0.020000,0.129000
aquery,fivepercent_scan,3,0.020000,0.135000
aquery,fivepercent_scan,4,0.020000,0.133000
aquery,fivepercent_scan,5,0.018000,0.124000
aquery,fivepercent_scan,6,0.020000,0.196000
aquery,fivepercent_scan,7,0.020000,0.136000
aquery,fivepercent_scan,8,0.019000,0.123000
aquery,fivepercent_scan,9,0.019000,0.126000
aquery,fivepercent_scan,10,0.019000,0.132000
aquery,fivepercent_scan,11,0.019000,0.131000
aquery,tenpercent_index,1,0.019000,0.134000
